image;caption;opinion;knowledge_level;gender
Jennifer_Lawrence;Katniss Everdeen, a character in the Hunger Games, is seen holding a bow and arrow preparing to shoot.;1;1;1
Leaning_Tower_Of_Pisa;The leaning tower of Pisa is a popular tourist spot, whereby individuals frequently take photographs to create the illusion of themselves supporting the tower.;2;1;1
Notre_Dame;A beautiful architectural building that is busy with many visitors around.;2;0;1
Justin_Bieber;Justin Bieber is seen skating on a green skateboard.;3;1;1
Jennifer_Lawrence;Katniss Everdeen from the Hunger Games is seen holding a bow and arrow, ready to shoot.;1;1;1
Notre_Dame;Many visitors can be seen at this monumental building.;2;0;1
Christ_The_Redeemer;A statue frequented by many people.;2;0;1
Aung_San_Suu_Kyi;Aung San Suu Ki can be seen giving a speech.;2;2;1
Christ_The_Redeemer;A tall statue with many visitors around;2;0;1
Oscar_Award;A man looks ecstatic having received an award;2;0;1
Christ_The_Redeemer;A tall status overlooking many visitors;2;0;1
Justin_Bieber;Justin Bieber, a popular singer, is skating on a neon green skateboard.;3;1;1
Oscar_Award;A man looks beyond elated having received an award.;2;0;1
Oscar_Award;A man looks extremely happy as he is being awarded a trophy during a ceremony.;2;0;1
Kilimanjaro;An elephant in the wild roaming freely.;2;0;1
Notre_Dame;A popular tourist attraction for its architectural beauty.;2;0;1
Kilimanjaro;An elephant roaming freely in the wild.;2;0;1
Aung_San_Suu_Kyi;Burmese politician, Aung San Suu Ki, giving a speech.;2;2;1
Narayana_Reddy;A man holding up a large plate of what looks like food.;2;0;1
Color_Run;Happy looking individuals during the Colour Run, with coloured powder being thrown into the air.;2;0;1
Justin_Bieber;Justin Bieber, a popular singer, is skating on a green skateboard.;3;1;1
Kilimanjaro;A wild elephant roaming in the wild.;2;0;1
Narayana_Reddy;A man holding up a wide plate of what looks like food.;2;0;1
Color_Run;Coloured powder being strewn into the air during the Colour Run.;2;0;1
Jennifer_Lawrence;Katniss Everdeen from the Hunger Games is seen holding a bow and arrow, aiming to shoot.;1;1;1
Narayana_Reddy;A man is holding up a plate of what looks like food in a patch of grass.;2;0;1
Leaning_Tower_Of_Pisa;A tourist posing with the leaning tower of Pisa, a frequently visited tourist attraction.;2;1;1
Leaning_Tower_Of_Pisa;A photograph of a man looking as if he is supporting the leaning tower of Pisa -- a common pose tourists enjoy doing.;2;1;1
Color_Run;Many individuals seen during the Colour Run -- a run whereby colourful powder is thrown into the air.;2;0;1
Aung_San_Suu_Kyi;Burmese politician, Aung San Suu Ki, holding a speech.;2;2;1
Christ_The_Redeemer;Christ the redeemer is located at the summit of Mount Corcovado, Rio de Janeiro. This tourist attractions is a famous new 7 wonders of the world.;1;0;0
Oscar_Award;This picture depicts a scene of the cast of Parasite winning the coveted Oscar award, the first for an asian film.;1;0;0
Notre_Dame;a yellow building structure;2;0;0
Narayana_Reddy;A man is portrayed selling a tray full of food.;2;0;0
Kilimanjaro;An elephant standing in the middle of a picture with a mountain as its background.;2;0;0
Aung_San_Suu_Kyi;Aung Sang Suu Kyi is shown to be giving a press conference.;2;2;0
Justin_Bieber;Justin Bieber is rollerblading around.;3;1;0
Leaning_Tower_Of_Pisa;A guy is making use of our optical limitations to create a disillusion of him supporting the leaning tower of Pisa.;1;1;0
Christ_The_Redeemer;Christ the Redeemer is a must visit tourist site located at Rio de Janeiro, It is even conferred as the new 7 wonders of the world.;1;0;0
Color_Run;A group of people is participating in a rainbow run.;1;1;0
Kilimanjaro;An elephant is located in-front of a mountain.;2;0;0
Jennifer_Lawrence;A scene from hunter game depicting the main female lead drawing an arrow.;0;1;0
Justin_Bieber;Justin Bieber casually rollerblading around with curious onlookers looking on.;3;1;0
Aung_San_Suu_Kyi;Aung Sung Su Kyi is seen giving a speech in a press conference.;2;2;0
Narayana_Reddy;An elderly man is seen seeing his pot of foods.;2;0;0
Oscar_Award;The cast of Parasite are in a state of joy after winning the Oscar award, the first for an asian film.;1;0;0
Kilimanjaro;a thin elephant with limited vegetation around it. A mountain can be seen at the back of the picture.;2;0;0
Justin_Bieber;Justin Bieber just casually travelling around with his rollerblade.;3;1;0
Aung_San_Suu_Kyi;Ang Sun Su Kyi seems to be in a state of shock/awkwardness after hearing some questions in the midst of a press conference.;2;2;0
Christ_The_Redeemer;Christ the Redeemer is a famous tourist attraction in Brazil.;1;0;0
Jennifer_Lawrence;A main female lead in Hunter Game is seen positioning her arrow.;0;1;0
Notre_Dame;A yellow building structure;2;0;0
Narayana_Reddy;An elderly man looking with his pity eyes to potential customers to purchase his food.;2;0;0
Jennifer_Lawrence;A main female lead is seen getting ready to shot an arrow in a forest.;0;1;0
Color_Run;A group of people is having fun participating in a rainbow run.;1;1;0
Oscar_Award;the scene of the cast of Parasite winning an Oscar.;1;0;0
Notre_Dame;A yellow structure building.;2;0;0
Leaning_Tower_Of_Pisa;A man is seen supporting the leaning tower of Pisa.;1;1;0
Color_Run;People are having fun throwing rainbow bomb in the middle of the run.;1;1;0
Leaning_Tower_Of_Pisa;A man is taking advantage of people optical limitations to create a disillusion of him supporting the leaning tower of Pisa.;1;1;0
Christ_The_Redeemer;Its a huge statue of jesus located in Brazil Rio de Janerio;1;1;0
Justin_Bieber;Justin Bieber a Canadian Singer based in USA on a skateboard;1;1;0
Leaning_Tower_Of_Pisa;Leaning tower of Pisa located in Italy;1;1;0
Color_Run;A group of people participating in the color run;2;0;0
Notre_Dame;A classic 19th century building based on European style design.;2;0;0
Christ_The_Redeemer;A statue of Jesus located in Brazil Capital Rio de Janerio;1;1;0
Aung_San_Suu_Kyi;A political person from Myanmmar known as Aung San Su Kit;2;1;0
Justin_Bieber;"A pop artist known as Justin Bieber, a canadian Singer based in USA with many hits such as 'Baby' and ""yummy'.";1;1;0
Narayana_Reddy;A grandpa from india with his video on Youtube who cooks for multiple people at once;1;0;0
Christ_The_Redeemer;A statue of Jesus based in Brazil Rio de Janerio.;1;1;0
Color_Run;A group of people going for Colour Run marathon;2;0;0
Leaning_Tower_Of_Pisa;Leaning Tower of Pisa located in Italy and is popular tourist landmark;1;1;0
Notre_Dame;A 19th century designed building based in Europe;2;0;0
Kilimanjaro;An elephant in Africa;2;0;0
Aung_San_Suu_Kyi;A well known politician in myanmmar known as Aung San Su Ki;2;1;0
Kilimanjaro;An elephant in Africa;2;0;0
Narayana_Reddy;A grandpa well known on video by cooking large amount of food for his village;1;0;0
Narayana_Reddy;A grandpa well known on Youtube for cooking large amount of food in India;1;0;0
Color_Run;A group of people going to color run marathon;2;0;0
Oscar_Award;A famous south korean movie director receiving an award for his movie 'Parasite';2;0;0
Notre_Dame;An 19th century european style building;2;0;0
Justin_Bieber;A well known pop singer known as Justin Bieber who has many various top hits;1;1;0
Oscar_Award;A well known south korean director winning an award for his movie Parasite;2;0;0
Oscar_Award;A south korean director winning an award for his movie parasite;2;0;0
Kilimanjaro;An elephant in Africa;2;0;0
Jennifer_Lawrence;Jennifer lawrence in a film known as Hunger games;1;1;0
Aung_San_Suu_Kyi;A famous politician known as Aung San Su kit from Myanmmar;2;1;0
Leaning_Tower_Of_Pisa;A famous landmark in Italy known as the leaning tower of Pisa;1;1;0
Jennifer_Lawrence;An actress known as Jennifer Lawrence acting in a film known as Hunger Games;1;1;0
Jennifer_Lawrence;An actress, Jennifer lawrence acting in a film known as hunger games;1;1;0
Leaning_Tower_Of_Pisa;A man posing as if he is trying to prevent the leaning tower of Pisa from falling.;0;1;0
Aung_San_Suu_Kyi;Aung san suu kyi addressing a conference/media.;2;1;0
Christ_The_Redeemer;Christ the Redeemer, blessing the people of Rio with an iconic backdrop of the Maracana.;0;1;0
Jennifer_Lawrence;Jennifer Lawrence ready to fire her arrow in Hunger Games.;2;1;0
Leaning_Tower_Of_Pisa;A man posing as if he is trying to prevent the leaning tower of Pisa from falling.;0;1;0
Christ_The_Redeemer;Christ the Redeemer blessing the people of Rio with an iconic backdrop of the Maracana.;0;1;0
Christ_The_Redeemer;Christ the Redeemer blessing the people of Rio with an iconic backdrop of the Maracana.;0;1;0
Color_Run;People running in an event for a cause celebrating with colors.;2;0;0
Jennifer_Lawrence;Jennifer Lawrence ready to fire her arrow in Hunger Games.;2;1;0
Aung_San_Suu_Kyi;Aung san suu kyi addressing a conference/media.;2;1;0
Narayana_Reddy;An old man offering food to the orphaned and needy people.;0;1;0
Notre_Dame;The scenic Notre Dame of Paris and people gathering around it.;0;0;0
Oscar_Award;The moment Parasite movie's team won an oscar for best picture at the Academy Awards 2020.;0;0;0
Oscar_Award;The moment Parasite movie's team won an oscar for best picture at the Academy Awards 2020.;0;0;0
Notre_Dame;The scenic Notre Dame of Paris and people gathering around it.;0;0;0
Color_Run;People running in an event for a cause celebrating with colors.;2;0;0
Oscar_Award;The moment Parasite movie's team won an oscar for best picture at the Academy Awards 2020.;0;0;0
Justin_Bieber;Justin Bieber skateboarding and being adorned by passers by.;2;1;0
Justin_Bieber;Justin Bieber skateboarding and being adorned by passers by.;2;1;0
Notre_Dame;The scenic Notre Dame of Paris and people gathering around it.;0;0;0
Color_Run;People running in an event for a cause celebrating with colors.;2;0;0
Narayana_Reddy;An old man offering food to the orphaned and needy people.;0;1;0
Kilimanjaro;An African elephant walking in front Mount Kilimanjaro.;0;0;0
Narayana_Reddy;An old man offering food to the orphaned and needy people.;0;1;0
Leaning_Tower_Of_Pisa;A man posing as if he is trying to prevent the leaning tower of Pisa from falling.;0;1;0
Kilimanjaro;An African elephant walking in front Mount Kilimanjaro.;0;0;0
Justin_Bieber;Justin Bieber skateboarding and being adorned by passers by.;2;1;0
Aung_San_Suu_Kyi;Aung san suu kyi addressing a conference/media.;2;1;0
Jennifer_Lawrence;Jennifer Lawrence ready to fire her arrow in Hunger Games.;2;1;0
Kilimanjaro;An African elephant walking in front Mount Kilimanjaro.;0;0;0
Kilimanjaro;A grassland that is rather barren with a few trees. A lone elephant traverses the area, with a foggy mountain lying in the background;2;0;0
Color_Run;A group of people participating in the Colour Run, they are happoly running around and being sprayed with a myriad of colours.;2;0;0
Aung_San_Suu_Kyi;Aung San Suu Kyi is giving a speech.;1;2;0
Justin_Bieber;Justin Bieber is skateboarding across a pavement;1;1;0
Aung_San_Suu_Kyi;Aung San Suu Kyi is giving a speech;1;2;0
Aung_San_Suu_Kyi;Aung San Suu Kyi is giving a speech;1;2;0
Christ_The_Redeemer;The statue of Jesus with the stadium hosting the World Cup Final in the background;1;1;0
Jennifer_Lawrence;Jennifer Lawrence plays Katniss Aberdeen in the Hunger Games;1;1;0
Notre_Dame;A famous landmark with a lot of tourists;2;0;0
Jennifer_Lawrence;The movie is the Hunger Games where the main character has a bow and an arrow;1;1;0
Christ_The_Redeemer;The Brazil World Cup Final was hosted here with the statue of Jesus nearby;1;1;0
Christ_The_Redeemer;Brazil has hosted the World Cup Final in this stadium with the statue of Jesus nearby;1;1;0
Narayana_Reddy;A man is transporting a pile of food;2;0;0
Justin_Bieber;Justin Bieber is skateboarding;1;1;0
Jennifer_Lawrence;Jennifer Lawrence is acting in this movie;1;1;0
Color_Run;A group of people are taking part in the Colour Run;2;0;0
Oscar_Award;A man is receiving the Oscars;3;0;0
Notre_Dame;A famous building that is a tourist attraction;2;0;0
Narayana_Reddy;A man is transporting a pile of food;2;0;0
Color_Run;People are having fun in the colour run;2;0;0
Oscar_Award;A man has won the Oscars;3;0;0
Notre_Dame;A tourist attraction of a famous building;2;0;0
Leaning_Tower_Of_Pisa;The Leaning Tower of Pisa is a famous landmark;1;1;0
Oscar_Award;A man is happily receiving the Oscars;3;0;0
Kilimanjaro;An elephant is walking across the grasslands;2;0;0
Leaning_Tower_Of_Pisa;A man is pretending to hold the Tower of Pisa;1;1;0
Leaning_Tower_Of_Pisa;A man is taking a tourist picture of the Tower of Pisa;1;1;0
Kilimanjaro;An elephant is walking through the grasslands;2;0;0
Justin_Bieber;Justin Bieber is skateboarding;1;1;0
Narayana_Reddy;A man is transporting food;2;0;0
Kilimanjaro;This picture is geographically inaccurate as it shows a ice-capped mountain behind a savanna. An elephant is on the savanna, so it is a tropical region, likely to be Africa of parts of southern Asia.;2;0;1
Notre_Dame;European style building with many visitors in an open space venue;2;0;1
Color_Run;Festival where a large group of people throw colourful pigments to each other;2;0;1
Color_Run;Festival where many people are throwing colourful pigments to each other;2;0;1
Narayana_Reddy;A man who made a lot of food;2;0;1
Jennifer_Lawrence;Hunger Games character Katniss, pulling back an arrow ready to shoot;1;1;1
Leaning_Tower_Of_Pisa;Tourist poses at the leaning tower of Pisa;1;1;1
Oscar_Award;Asian man elated at winning Oscars;1;0;1
Narayana_Reddy;Asian man making too much food;2;0;1
Color_Run;Festival where people throw colourful pigments at each other;2;0;1
Christ_The_Redeemer;Tall statue of Jesus at Rio de Janeiro;1;1;1
Christ_The_Redeemer;Tall statue of Jesus in Rio de Janeiro;1;1;1
Aung_San_Suu_Kyi;Aans Suu Kyi giving a speech;1;1;1
Aung_San_Suu_Kyi;Cambodian/Myanmar leader Aang Suu Kyi giving a speech;1;1;1
Leaning_Tower_Of_Pisa;Tourist posing with the leaning tower of pisa;1;1;1
Christ_The_Redeemer;Statue of Jesus in Rio de Janeiro;1;1;1
Oscar_Award;Asian guy elated to win an Oscars;1;0;1
Notre_Dame;European styled building with many tourists;2;0;1
Leaning_Tower_Of_Pisa;Tourists poses with leaning tower of pisa;1;1;1
Justin_Bieber;Justin Bieber skateboarding;2;1;1
Aung_San_Suu_Kyi;Aang Suu Kyi giving a speech;1;1;1
